SKU,id,title,CategoryName,description,link,image_link,price,availability,condition,raw_condition
9000420 501-072023 02317,389456499983,"(Qty 5) 1"" JIC x 1"" ORB Hydraulic Fittings 1-5/16""-12 Male Threads 6400-16-16","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389456499983,https://i.ebayimg.com/00/s/OTg1WDExMzg=/z/4QEAAeSwhC9pW2~U/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,used,New – Open box
9000820 501-072023 02343,389456513531,"(Qty 3) G52 Back-Up Valve Kits - for Polaris 180, 280, 380 Pool Cleaners","Home & Garden:Yard, Garden & Outdoor Living:Pools & Spas:Pool Cleaning Tools:Pool Cleaner & Vacuum Parts",Quality part from Bulldog of the Pines. eBay Condition: Open box,https://bulldogofthepines.com389456513531,https://i.ebayimg.com/00/s/MTA2MVgxMzc1/z/M2YAAeSwcNRpW3Ds/$_57.PNG?set_id=880000500F,43.19 USD,in_stock,used,Open box
9000820 501-072023 02347,389456519888,"2"" x 3-1/2"" NPT x OAL Pipe Nipple - Seamless - 316 Stainless Steel - SCH 40","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Pipe Nipples",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389456519888,https://i.ebayimg.com/00/s/MTA1NFg2ODM=/z/AHAAAeSwEutpW3FF/$_57.PNG?set_id=880000500F,22.49 USD,in_stock,used,New – Open box
9000410 501-072023 02315,389456545308,"Anvil 2"" NPT x 9"" OD (2x9) Reducing Companion Flange Fig 1016 #125 Cast Iron NOS","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389456545308,https://i.ebayimg.com/00/s/MTAzOFgxMDUw/z/MlAAAeSwPq9pW3Ni/$_57.PNG?set_id=880000500F,47.99 USD,in_stock,used,New – Open box
9000210 602-061424 01613,387169224170,"*Lot of 4* Dixon - GM-8 Boss Ground Joint Male Spuds - 3/4"" MNPT - Steel","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387169224170,https://i.ebayimg.com/00/s/MTEwMVgxMTE2/z/CzIAAOSwKldmg4cW/$_57.PNG?set_id=880000500F,22.94 USD,in_stock,used,New – Open box
9000430 1016-031524 01468,387061071018,"*Lot of 2* Anvil 2"" FNPT x FNPT Straight Couplings Pipe Fitting 1500 WOG 300 WSP","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387061071018,https://i.ebayimg.com/00/s/ODIxWDE0MzE=/z/~7IAAOSwUlZmYOnK/$_57.PNG?set_id=880000500F,29.74 USD,in_stock,used,New – Open box
9001330 1016-031524 01376,386983327519,"Uponor - ProPEX - 1-1/4"" PEX LF Brass x 1-1/4"" CPVC (CTS) Spigot - CP4501313","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386983327519,https://i.ebayimg.com/00/s/OTE5WDE1MDY=/z/tvAAAOSwwYJmOAzi/$_57.PNG?set_id=880000500F,30.59 USD,in_stock,new,New
9001330 1016-031524 01377,386983331025,"Mueller - Streamline - 2"" Fitting x 1-1/2"" Press Reducer CP01358G - Carbon Steel","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386983331025,https://i.ebayimg.com/00/s/MTM3OVgxMTQ4/z/M2UAAOSwqqhmOA2e/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,new,New
9000230 1314-022323 00058,385461191104,*LOT OF 2* Premium Guard - PA99512 - Air Filter - Rep Volkswagen 5QM129620B,eBay Motors:Parts & Accessories:Car & Truck Parts & Accessories:Air & Fuel Delivery:Air Filters,Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com385461191104,https://i.ebayimg.com/00/s/MTIyN1gxMTY3/z/pLkAAOSww~VkBUky/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,used,New other (see details)
9001210 830-072023 01826,387268778150,Battery Box Pin Tee Handle 06-95867-000 - for Freightliner,"eBay Motors:Parts & Accessories:Commercial Truck Parts:Ignition, Charging & Starting:Battery Cables & Connectors",Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com387268778150,https://i.ebayimg.com/00/s/NTUzWDEwNzM=/z/eQcAAOSwXuVmsZoR/$_57.PNG?set_id=880000500F,13.59 USD,in_stock,used,New other (see details)
9002030 R-081823 01046,386258101230,Kate Spade New York - Imane Heeled Sandals Made in Italy - Fawn Suede 7M *Used*,"Clothing, Shoes & Accessories:Women:Women's Shoes:Heels",Quality part from Bulldog of the Pines. eBay Condition: Pre-owned - Good,https://bulldogofthepines.com386258101230,https://i.ebayimg.com/00/s/MTEwOFgxMjky/z/DwoAAOSwD6VlSHpZ/$_57.PNG?set_id=880000500F,29.74 USD,in_stock,used,Pre-owned - Good
9001330 1008-081823 01048,386258106121,*Lot of 2* Deluxe Recycles - Boat Zipper Bags - Blue - Trashcan for RV/ Boats,Sporting Goods:Water Sports:Other Water Sports,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386258106121,https://i.ebayimg.com/00/s/MTEyNFgxNTA2/z/eoUAAOSwsO1lSHvY/$_57.PNG?set_id=880000500F,33.99 USD,in_stock,new,New
9001810 1008-081823 01050,386258123654,Vans - Off The Wall - Geomancer Cord Backpack - Pink Corduroy - Teens/ Adults,"Clothing, Shoes & Accessories:Women:Women's Bags & Handbags",Quality part from Bulldog of the Pines. eBay Condition: New with imperfections,https://bulldogofthepines.com386258123654,https://i.ebayimg.com/00/s/MTM2OFg4NzM=/z/VAgAAOSwH9plSH2f/$_57.PNG?set_id=880000500F,29.74 USD,in_stock,new,New with imperfections
9000620 420-060123 02426,389856153388,"GF Georg Fischer 10"" HDPE Butt Fusion Tee DR11 AWWA C906 ASTM D2513/D3261 NSF 51","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389856153388,https://i.ebayimg.com/00/s/OTkwWDE0OTE=/z/dpQAAeSwJnxp1FX5/$_57.PNG?set_id=880000500F,299.99 USD,in_stock,used,New – Open box
9000430 420-060123 02429,389856215998,"Macel Wheel Bearing Hub Assembly 515040 for Toyota 03-16 4Runner, 05-19 Tacoma","eBay Motors:Parts & Accessories:Car & Truck Parts & Accessories:Steering & Suspension:Wheel Bearings, Hubs & Seals",Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com389856215998,https://i.ebayimg.com/00/s/Nzk2WDgzOA==/z/iloAAeSwRXpp1Fpw/$_57.PNG?set_id=880000500F,39.99 USD,in_stock,used,New other (see details)
9000530 420-060123 02423,389856219396,"Moveero GKN Yellow Implement Rim 15x8LB 8-on-8 6"" Bore R2181187 W541960VP25J NOS","Business & Industrial:Heavy Equipment, Parts & Attachments:Heavy Equipment Parts & Accessories:Wheels, Tires, Tracks & Parts:Wheels & Rims",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389856219396,https://i.ebayimg.com/00/s/MTA5MFgxMTEz/z/phcAAeSwZLZp1Fvc/$_57.PNG?set_id=880000500F,127.99 USD,in_stock,used,New – Open box
9000430 420-060123 02428,389856222255,OEM KYMCO - Rear Axle Shaft 42302 - 42302-PVA2-9000 - KXR Mongoose 50/90 50-90cc,"eBay Motors:Parts & Accessories:ATV, Side-by-Side & UTV Parts & Accessories:Transmission & Drivetrain:Axles",Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com389856222255,https://i.ebayimg.com/00/s/NTAwWDE1OTk=/z/Dk4AAeSw7Axp1FyD/$_57.PNG?set_id=880000500F,114.99 USD,in_stock,used,New other (see details)
9001810 1737-082224 01943,387799977539,Gap Kids - Girls EVA Double Buckle Sandals - Toddler 10-11 - Sugar Pink - 876408,"Clothing, Shoes & Accessories:Kids:Girls:Girls' Shoes",Quality part from Bulldog of the Pines. eBay Condition: New without box,https://bulldogofthepines.com387799977539,https://i.ebayimg.com/00/s/NTkxWDc1Ng==/z/E48AAOSwMQJnfKZN/$_57.PNG?set_id=880000500F,11.89 USD,in_stock,new,New without box
9001520 1930-022323 00065,385463813514,"*2 PACKS OF 100 (200 Ttl)* #8 X 1/2"" Pan Head Screws - Black Oxide - M88PPT2",Business & Industrial:Fasteners & Hardware:Screws & Bolts,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com385463813514,https://i.ebayimg.com/00/s/MTE2N1gxNDk5/z/~i0AAOSwG6VkBsGN/$_57.PNG?set_id=880000500F,18.69 USD,in_stock,new,New
9001810 1737-082224 01955,387800087426,Bon Bini - Coral & Bliss Kimono - OSFM (0-14) - Lime - Paisley - Cinched Arms,"Clothing, Shoes & Accessories:Women:Women's Clothing:Tops",Quality part from Bulldog of the Pines. eBay Condition: New without tags,https://bulldogofthepines.com387800087426,https://i.ebayimg.com/00/s/MTUyN1g3MTY=/z/hBoAAOSwTqlnfLSQ/$_57.PNG?set_id=880000500F,16.99 USD,in_stock,new,New without tags
9000730 420-060123 02435,389856658515,Bucket Side Guard 208-934-7131 for Komatsu PC300 PC350 PC400 PC450 WA500 WA600,"Business & Industrial:Heavy Equipment, Parts & Attachments:Heavy Equipment Parts & Accessories:Other Heavy Equipment Parts & Accessories",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389856658515,https://i.ebayimg.com/00/s/NTAwWDE1MjY=/z/Qf4AAeSwrudp1IFu/$_57.PNG?set_id=880000500F,224.99 USD,in_stock,used,New – Open box
9001810 1737-082224 01957,387800091880,Stockholm Atelier - Womens Red Textured V-Neck Camisole/ Tank Top - US 8 - EU 38,"Clothing, Shoes & Accessories:Women:Women's Clothing:Tops",Quality part from Bulldog of the Pines. eBay Condition: Pre-owned - Good,https://bulldogofthepines.com387800091880,https://i.ebayimg.com/00/s/MTQ0MVg4MTA=/z/WxQAAOSwiOBnfLVv/$_57.PNG?set_id=880000500F,11.04 USD,in_stock,used,Pre-owned - Good
9000930 420-060123 02424,389856663651,Superior - 18x6x12-1/8 - Solid Rubber Tire Diamond Traction - 5-on-4.5 Steel Rim,"Business & Industrial:Heavy Equipment, Parts & Attachments:Heavy Equipment Parts & Accessories:Wheels, Tires, Tracks & Parts:Tires",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389856663651,https://i.ebayimg.com/00/s/MTEzM1gxMTg0/z/-AsAAeSw7Axp1IAB/$_57.PNG?set_id=880000500F,244.99 USD,in_stock,used,New – Open box
9000310 420-060123 02430,389856706325,"Mueller/ Watts Steam Specialty 3"" Flanged Y-Strainer Model 758 Class 125 Black","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Valves & Manifolds:Other Valves & Manifolds",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389856706325,https://i.ebayimg.com/00/s/MTEyMFgxMDc1/z/JK4AAeSwzP9p1IYa/$_57.PNG?set_id=880000500F,139.99 USD,in_stock,used,New – Open box
9000820 833-072823 00965,387800152112,(1) OE Mecal by Starn - Machine Press Spare Parts - Crimp Fork - 991440030 E23,Business & Industrial:Other Business & Industrial,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com387800152112,https://i.ebayimg.com/00/s/MTQ2NVg1MDA=/z/aN8AAOSwxnlnfLv4/$_57.PNG?set_id=880000500F,19.54 USD,in_stock,new,New
9000530 420-060123 02431,389856730265,"AIP Industries/ BRC (BAFC) - 2"" Fig 1502 Plug Valve - 15K - STD - Top Entry MxF","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Valves & Manifolds:Other Valves & Manifolds",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389856730265,https://i.ebayimg.com/00/s/MTA3NFgxMjA5/z/lGYAAeSwx2dp1Icc/$_57.PNG?set_id=880000500F,889.99 USD,in_stock,used,New – Open box
9001210 830-072023 01828,389858981782,Starlift Parts Front Hub Assembly for Columbia Machines EX-21 w/ OEM 43485-96,Business & Industrial:Material Handling:Other Material Handling,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389858981782,https://i.ebayimg.com/00/s/ODY1WDgwMg==/z/CGwAAOSwZXRmsZrl/$_57.PNG?set_id=880000500F,104.99 USD,in_stock,used,New – Open box
9000430 420-060123 02427,389859381566,Rear Differential Assembly for John Deere 210LE 310E 485E w/ AT338798 AT186312,"Business & Industrial:Heavy Equipment, Parts & Attachments:Heavy Equipment Parts & Accessories:Transmission, Drivetrain & Axles",Quality part from Bulldog of the Pines. eBay Condition: Used,https://bulldogofthepines.com389859381566,https://i.ebayimg.com/00/s/MTA3MFg4NDI=/z/UV8AAeSw2ERp1VdW/$_57.PNG?set_id=880000500F,349.99 USD,in_stock,used,Used
9000440 420-060123 02433,389859393265,With ft Industrial Wire Drawing Grip Set Gr III (0-8mm) & Gr VII (10-25mm) Jaws,"Business & Industrial:CNC, Metalworking & Manufacturing:Metalworking Equipment:Other Metalworking Equipment",Quality part from Bulldog of the Pines. eBay Condition: Used,https://bulldogofthepines.com389859393265,https://i.ebayimg.com/00/s/OTY3WDEwNTA=/z/NsMAAeSwEWxp1VeV/$_57.PNG?set_id=880000500F,549.99 USD,in_stock,used,Used
9001030420-060123 02425,389859604252,OE Paccar Eaton MXS PTO Lower Countershaft Assembly A-10002602 EAHDS-3271 S-3210,eBay Motors:Parts & Accessories:Commercial Truck Parts:Transmission & Drivetrain:Other Transmission & Drivetrain,Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com389859604252,https://i.ebayimg.com/00/s/NjY3WDE1NTU=/z/xTMAAeSwGP1p1WtV/$_57.PNG?set_id=880000500F,524.99 USD,in_stock,used,New other (see details)
9001030 420-060123 02432,389859628234,OE Dana Spicer - Rear Drive Shaft Slip Yoke - C6-3-129-2 *NOS*,eBay Motors:Parts & Accessories:Commercial Truck Parts:Other Commercial Truck Parts,Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com389859628234,https://i.ebayimg.com/00/s/NjMyWDEzMTQ=/z/ZVAAAeSwRQBp1W1f/$_57.PNG?set_id=880000500F,199.99 USD,in_stock,used,New other (see details)
9001020 420-060123 02436,389859772840,OEM John Deere Garrett Turbocharger RE547973 for 8R 9.0L Engines *Used/ Untested,"Business & Industrial:Heavy Equipment, Parts & Attachments:Heavy Equipment Parts & Accessories:Complete Engines & Engine Parts",Quality part from Bulldog of the Pines. eBay Condition: Used,https://bulldogofthepines.com389859772840,https://i.ebayimg.com/00/s/MTEzOFg4MTM=/z/pZEAAeSwo55p1XgM/$_57.PNG?set_id=880000500F,986.99 USD,in_stock,used,Used
9000230 1016-031524 01456,387066577249,"*Lot of 3* Smith-Cooper SCI - 1/4"" FNPT Threaded Hex Pipe Union - Iron - #150","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387066577249,https://i.ebayimg.com/00/s/NTMyWDE1NDU=/z/SmcAAOSwBrRmYolS/$_57.PNG?set_id=880000500F,16.99 USD,in_stock,used,New – Open box
900810 420-060123 02434,389859868796,Nokia AEHC 475124B.101 VBNAEHC-01 AirScale Antenna Transceiver 64T64R PARTS ONLY,Business & Industrial:Office:Telecom Systems:Other Telecom Systems,Quality part from Bulldog of the Pines. eBay Condition: For parts or not working,https://bulldogofthepines.com389859868796,https://i.ebayimg.com/00/s/ODc2WDE1NTM=/z/Fz8AAeSwoP9p1YC~/$_57.PNG?set_id=880000500F,625.99 USD,in_stock,used,For parts or not working
9001740 1723-050523 01035,386177418181,Follet Ice Storage Bin Top Adaptor Kit w/ Pedestal Base B55-H22-H30 *Missing HW*,Business & Industrial:Restaurant & Food Service:Refrigeration Equipment:Refrigeration Equipment Parts & Accessories:Ice Machine Parts & Accessories,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386177418181,https://i.ebayimg.com/00/s/NzIwWDE2MDA=/z/lcUAAOSwmEtlIfaS/$_57.PNG?set_id=880000500F,308.19 USD,in_stock,used,New – Open box
9000230 343-053025 02366,389591650869,(Qty 3) Summit Racing -8 (#8) 45 Black Swivel Hose Ends SUM-220886B,"eBay Motors:Parts & Accessories:Performance & Racing Parts:Auto Performance Parts:Fuel Systems:Hoses, Lines & Fittings",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com389591650869,https://i.ebayimg.com/00/s/NjgwWDEyNjY=/z/yS4AAeSwgBlph~l1/$_57.PNG?set_id=880000500F,27.99 USD,in_stock,new,New
9001320 1438-050523 01040,386177642801,Dossert - 230 kV Welded Terminal to 2-Cables Connector Pad - WP2CA-135-4N4-90-AA,"Business & Industrial:Electrical Equipment & Supplies:Wire, Cable & Conduit:Wire Connectors & Terminal Blocks:Wire & Cable Connectors",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386177642801,https://i.ebayimg.com/00/s/MTAyMlgxNDk1/z/KaAAAOSwvIllIhFh/$_57.PNG?set_id=880000500F,44.99 USD,in_stock,used,New – Open box
9001730 1713-050523 01037,386177645803,"*Lot of 25* 3/8"" Thick, Steel Flat/ Dock Washers - 1-1/2"" ID with 2-5/8"" OD",Business & Industrial:Fasteners & Hardware:Hardware Washers,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386177645803,https://i.ebayimg.com/00/s/OTgwWDExNDk=/z/8PQAAOSwJWZlIhH7/$_57.PNG?set_id=880000500F,35.24 USD,in_stock,used,New – Open box
9000240 1438-050523 01042,386177653662,"*Pack of 25* Heat-Shrink Tubing - 1/2"" ID x 48"" Long - Red - UST080548","Business & Industrial:Electrical Equipment & Supplies:Wire, Cable & Conduit:Conduit & Tubing:Heat Shrink Tubing & Sleeves",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386177653662,https://i.ebayimg.com/00/s/MTUyNlg1MDA=/z/4H4AAOSw5e1lIhQC/$_57.PNG?set_id=880000500F,44.99 USD,in_stock,used,New – Open box
9000130 343-053025 02371,389591816225,"NoShok - 1/4"" Female NPT Mini Needle Valve - Stainless Steel - 10k psi - 102-FFS","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Valves & Manifolds:Needle Valves",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591816225,https://i.ebayimg.com/00/s/MTA0OVg4ODM=/z/APMAAeSwRytpiAgc/$_57.PNG?set_id=880000500F,44.99 USD,in_stock,used,New – Open box
9000130 343-053025 02370,389591818850,"(Qty 4) STZ - 2"" 45 Street Elbows - Galvanized Malleable Iron #150 - 311SE45-2","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591818850,https://i.ebayimg.com/00/s/OTY5WDEzODA=/z/aHAAAeSw63JpiAjM/$_57.PNG?set_id=880000500F,47.99 USD,in_stock,used,New – Open box
9000130 343-053025 02372,389591824577,"ForsaFlex - 1/2"" Body Waterblast Coupler/ Plug QWSC88FP-S6 - 1/2"" F-NPT - 316 SS","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591824577,https://i.ebayimg.com/00/s/MTA5Mlg1MTQ=/z/EjQAAeSwC5RpiAoZ/$_57.PNG?set_id=880000500F,66.99 USD,in_stock,used,New – Open box
9000130 343-053025 02369,389591828847,"(Qty 3) Stainless Steel Cable Mounting Brackets - 1.8""-2.4"" Cable OD - BRKT-4SS",Business & Industrial:Building Materials & Supplies:Other Building Materials,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591828847,https://i.ebayimg.com/00/s/OTE5WDEwMzE=/z/8PUAAeSwpOlpiAqT/$_57.PNG?set_id=880000500F,31.99 USD,in_stock,used,New – Open box
9000520 602-061424 01621,387175828292,"*Lot of 4* Ward - 1-1/4"" x 1"" (FNPT x FNPT) Reducing Coupling Pipe Fittings","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387175828292,https://i.ebayimg.com/00/s/MTA5MlgxMTI1/z/5p4AAOSw11dmi1K3/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,used,New – Open box
9000330 343-053025 02375,389591845345,"Polymate 3"" 8rd EUE x 3"" MNPT XH Oilfield Concentric Swage Nipple 316 SS 3003FSW","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Pipe & Hose Fittings:Threaded Fittings",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591845345,https://i.ebayimg.com/00/s/MTAyNlg1MTc=/z/k9YAAeSwTpdpiAuq/$_57.PNG?set_id=880000500F,124.99 USD,in_stock,used,New – Open box
9000330 343-053025 02374,389591852100,"3"" FNPT x 3-1/2"" Female 8rd EUE XH Oilfield Adapter Coupling Stainless Steel SS","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591852100,https://i.ebayimg.com/00/s/ODA1WDUwMA==/z/6s4AAeSwXlVpiAyt/$_57.PNG?set_id=880000500F,104.99 USD,in_stock,used,New – Open box
9000410 343-053025 02380,389591869690,Front Track Idler - 7405505 - FE2905 - TR3 *NOS*,"Business & Industrial:Heavy Equipment, Parts & Attachments:Heavy Equipment Parts & Accessories:Other Heavy Equipment Parts & Accessories",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591869690,https://i.ebayimg.com/00/s/OTQ3WDEzMjU=/z/QsEAAeSwkp9piA2z/$_57.PNG?set_id=880000500F,124.99 USD,in_stock,used,New – Open box
9000330 343-053025 02379,389591872781,"(Qty 3) Boshart - 3/4"" Barb 90 Insert Elbow Fittings - 304 SS - SSEL-075","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591872781,https://i.ebayimg.com/00/s/MTA2NVg3ODM=/z/CJAAAeSwl91piA5I/$_57.PNG?set_id=880000500F,19.99 USD,in_stock,used,New – Open box
9000330 343-053025 02378,389591877597,"PT PAC - 3"" Cam & Groove Adapter x MNPT - 316 SS - Part F-300 CF300F CF1400630","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Pipe & Hose Fittings:Camlock Fittings",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591877597,https://i.ebayimg.com/00/s/MTExM1g4NjE=/z/eAMAAeSwj6NpiA7h/$_57.PNG?set_id=880000500F,24.99 USD,in_stock,used,New – Open box
9000530 343-053025 02382,389591889846,"WaterSaver Faucet Co 3/8"" MNPT Panel Mounted Quick Connect Body QCFL-B-3M-K2","Business & Industrial:Healthcare, Lab & Dental:Medical & Lab Equipment, Devices:Other Medical & Lab Equipment",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591889846,https://i.ebayimg.com/00/s/OTg1WDgzMw==/z/BpAAAeSwGuZpiBAy/$_57.PNG?set_id=880000500F,24.99 USD,in_stock,used,New – Open box
9000530 343-053025 02384,389591905546,"2"" NPT x 6"" L - Pipe Nipple - 316 Stainless Steel - SCH 80 - Seamless","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Pipe Nipples",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591905546,https://i.ebayimg.com/00/s/MTA4Nlg1MDA=/z/Et0AAeSwogBpiBFu/$_57.PNG?set_id=880000500F,24.99 USD,in_stock,used,New – Open box
9000540 343-053025 02385,389591909848,"(Qty 12) Ta Chen - 2"" 45* Buttweld Elbows - 304 SS - SCH 10S - Welded - SA/A403","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591909848,https://i.ebayimg.com/00/s/OTI4WDE0ODU=/z/7VYAAeSwiONpiBJw/$_57.PNG?set_id=880000500F,61.99 USD,in_stock,used,New – Open box
9000530 343-053025 02386,389591914970,"Chandan - 3"" Lap Joint Flat Face Flange LJFF - 316 Stainless Steel - Class #150","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389591914970,https://i.ebayimg.com/00/s/ODE1WDEyODk=/z/N4wAAeSwE0xpiBLW/$_57.PNG?set_id=880000500F,42.99 USD,in_stock,used,New – Open box
9000210 1713-050523 00542,385740946932,"*Lot of 9* VNE - 4"" E-Line Clamp w/ Wingnut - E13IS4.0 - 304 SS - 691-10082","Business & Industrial:Hydraulics, Pneumatics, Pumps & Plumbing:Fittings & Adapters:Other Fittings & Adapters",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com385740946932,https://i.ebayimg.com/00/s/MTIzOVgxMTYw/z/4ogAAOSw6mBkqOt4/$_57.PNG?set_id=880000500F,87.09 USD,in_stock,new,New
9000330 1438-050523 00509,385740959240,"*Case of 6* Southwire - TOPAZ - 3-1/2"" Set Screw Couplings - 649S - EMT IMC RMC","Business & Industrial:Electrical Equipment & Supplies:Wire, Cable & Conduit:Conduit & Tubing:Conduit Fittings",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com385740959240,https://i.ebayimg.com/00/s/MTM3MlgxMTM0/z/TlMAAOSwqJxkqO3D/$_57.PNG?set_id=880000500F,30.59 USD,in_stock,used,New – Open box
9000220 REBEL-042823 00318,385598940267,Wooden Serving Tray - Wine Holder Cup Holders Coasters - Textured Walnut Finish,"Home & Garden:Kitchen, Dining & Bar:Dinnerware & Serveware:Trays",Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com385598940267,https://i.ebayimg.com/00/s/MTE1Nlg5ODM=/z/IpwAAOSwu9ZkWJCU/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,used,New other (see details)
9001320 833-072823 00945,387591855450,(1) OE Mecal by Starn - Machine Press Spare Parts - Steel Block - 911330283 D23,Business & Industrial:Other Business & Industrial,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387591855450,https://i.ebayimg.com/00/s/NTQxWDc0Mw==/z/0DAAAOSwBYhlCSw7/$_57.PNG?set_id=880000500F,12.74 USD,in_stock,used,New – Open box
